age,fnlwgt,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,age_group,capital_net,has_capital_gain,has_capital_loss,income_binary,source,relationship_binary,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,race_White,education_level_encoded
0,163127,0,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,303296,0,Adm-clerical,0,0,0,1,Laos,18-25,0,0,0,0,train,1,False,True,False,False,False,0
0,103649,0,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,1,train,1,False,False,True,False,False,0
0,164170,0,Adm-clerical,0,0,0,1,India,26-35,0,0,0,0,train,1,False,True,False,False,False,0
0,216010,0,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,168906,0,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,32275,0,Exec-managerial,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,True,False,0
0,310907,0,Exec-managerial,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,169323,0,Exec-managerial,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,446559,0,Exec-managerial,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,146764,0,Exec-managerial,0,0,0,1,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
0,338409,0,Prof-specialty,0,0,0,1,Cuba,26-35,0,0,0,0,train,1,False,False,True,False,False,0
0,123147,0,Prof-specialty,0,0,1887,1,United-States,26-35,-1887,0,1,1,train,1,False,False,False,False,True,0
0,127610,0,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
0,359155,0,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
0,97757,0,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,1,train,1,False,False,False,False,True,0
0,129661,0,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,1,train,1,True,False,False,False,False,0
0,185885,1,Adm-clerical,0,0,0,0,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,350845,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,25429,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,267044,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,0,True,False,False,False,False,0
0,431745,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,True,False,False,0
0,188569,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,43285,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,341410,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,185554,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,182355,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,True,False,False,0
0,145917,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,186014,1,Adm-clerical,0,0,0,0,Germany,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,406078,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,214716,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,215247,1,Adm-clerical,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,244408,1,Adm-clerical,0,0,0,0,Vietnam,18-25,0,0,0,0,train,1,False,True,False,False,False,0
0,122272,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,111697,1,Adm-clerical,0,0,1719,1,United-States,18-25,-1719,0,1,0,train,1,False,False,False,False,True,0
