age,fnlwgt,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,age_group,capital_net,has_capital_gain,has_capital_loss,income_binary,source,relationship_binary,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,race_White,education_level_encoded
0,122272,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,111697,1,Adm-clerical,0,0,1719,1,United-States,18-25,-1719,0,1,0,train,1,False,False,False,False,True,0
0,117789,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,71592,1,Adm-clerical,0,0,0,1,Philippines,26-35,0,0,0,0,train,0,False,True,False,False,False,0
0,284317,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,93106,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,117606,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,188544,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,175034,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,183077,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,213977,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,121471,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,355686,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,192149,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,175183,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,151726,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,True,False,False,False,False,0
0,127139,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,253814,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,183224,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,True,False,False,False,0
0,243871,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,147638,1,Adm-clerical,0,0,0,1,Hong,26-35,0,0,0,0,train,1,False,True,False,False,False,0
0,409815,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,0
0,272451,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,161478,1,Adm-clerical,0,0,0,1,Japan,26-35,0,0,0,0,train,0,False,True,False,False,False,0
0,298696,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,37933,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,0
0,117589,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,194723,1,Adm-clerical,0,0,0,1,Mexico,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,173652,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,181546,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,334693,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,222130,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,129856,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,152035,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,117109,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,True,False,False,0
0,197728,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,114158,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,109419,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,162593,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,True,False,False,False,0
0,200973,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,125298,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,400966,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,258849,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,0
0,19395,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,54152,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,133352,1,Adm-clerical,0,0,0,1,Vietnam,18-25,0,0,0,0,train,1,False,True,False,False,False,0
0,86745,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,True,False,False,False,0
0,225291,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,36235,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,232914,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,1,False,False,True,False,False,0
0,147171,1,Adm-clerical,0,0,0,1,Vietnam,18-25,0,0,0,0,train,0,False,True,False,False,False,0
0,107578,1,Adm-clerical,0,2174,0,1,United-States,18-25,2174,1,0,0,train,1,False,False,False,False,True,0
0,34918,1,Prof-specialty,0,0,0,0,Germany,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,860348,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,True,False,False,0
0,211601,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,True,False,False,0
0,99399,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,0,True,False,False,False,False,0
0,52114,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,34029,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,131573,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,244689,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,169882,1,Prof-specialty,0,594,0,0,United-States,18-25,594,1,0,0,train,1,False,False,False,False,True,0
0,178818,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,81853,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,True,False,False,False,0
0,96862,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,258490,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,356717,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,123727,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,243986,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,230397,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,96851,1,Prof-specialty,0,0,1719,0,United-States,26-35,-1719,0,1,0,train,0,False,False,False,False,True,0
0,113175,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,151158,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,188618,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,118736,1,Prof-specialty,0,0,0,0,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,24395,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,250051,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,202994,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,252752,1,Prof-specialty,0,0,0,0,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,64293,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,204226,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,189620,1,Prof-specialty,0,0,0,1,Poland,26-35,0,0,0,0,train,1,False,False,False,False,True,0
0,96467,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,192932,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,216481,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,197058,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,62534,1,Prof-specialty,0,0,0,1,Jamaica,18-25,0,0,0,0,train,1,False,False,True,False,False,0
0,163665,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,190057,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,124242,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,214303,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,113545,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,154373,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,33487,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,True,False,False,False,False,0
0,62507,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,29174,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,217421,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,148751,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,79728,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,311376,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,192773,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,148509,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,322658,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,139992,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,110998,1,Prof-specialty,0,0,0,1,Philippines,18-25,0,0,0,0,train,1,False,True,False,False,False,0
0,227594,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,210443,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,283268,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,134181,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,100999,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,29810,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,423863,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,209970,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,375680,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,True,False,False,0
0,35507,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,202344,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,307149,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,124242,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,195532,1,Prof-specialty,0,8614,0,1,United-States,18-25,8614,1,0,1,train,0,False,False,False,False,True,0
0,211968,1,Prof-specialty,0,0,0,1,Iran,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,193416,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,34541,1,Prof-specialty,0,0,0,1,Canada,18-25,0,0,0,0,train,0,False,False,False,False,True,0
0,36601,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,364310,1,Prof-specialty,0,0,0,1,Germany,26-35,0,0,0,0,train,0,False,False,True,False,False,0
0,249087,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,64292,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,150361,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,176077,1,Prof-specialty,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,0
0,293136,1,Prof-specialty,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,0
0,189265,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,2
0,376540,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,2
0,236436,1,Adm-clerical,0,0,0,1,United-States,26-35,0,0,0,0,train,0,False,False,False,False,True,2
0,234151,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,True,False,False,2
0,200973,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,1,False,False,False,False,True,2
0,154781,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,2
0,64292,1,Adm-clerical,0,0,0,1,United-States,18-25,0,0,0,0,train,0,False,False,False,False,True,2
